Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Capital Gains;Daily Return
2020-04-20 00:00:00-04:00;240.54;243.73;239.55;239.81;6,498,700.00;0.00;0.00;0.00;nan%
2020-04-21 00:00:00-04:00;235.53;236.68;231.60;232.48;6,526,100.00;0.00;0.00;0.00;-3.06%
2020-04-22 00:00:00-04:00;237.00;239.22;235.75;237.59;5,626,800.00;0.00;0.00;0.00;2.20%
2020-04-23 00:00:00-04:00;238.78;241.70;237.34;237.54;7,665,400.00;0.00;0.00;0.00;-0.02%
2020-04-24 00:00:00-04:00;239.01;241.51;237.10;240.99;4,768,200.00;0.00;0.00;0.00;1.45%
2020-04-27 00:00:00-04:00;242.72;245.41;242.32;244.47;3,892,200.00;0.00;0.00;0.00;1.45%
2020-04-28 00:00:00-04:00;247.79;248.08;242.99;243.34;5,849,500.00;0.00;0.00;0.00;-0.46%
2020-04-29 00:00:00-04:00;248.25;251.05;247.26;249.62;6,773,100.00;0.00;0.00;0.00;2.58%
2020-04-30 00:00:00-04:00;248.35;248.81;245.71;247.44;7,386,600.00;0.00;0.00;0.00;-0.87%
2020-05-01 00:00:00-04:00;242.84;243.50;239.69;240.69;4,790,700.00;0.00;0.00;0.00;-2.73%
2020-05-04 00:00:00-04:00;238.93;241.70;237.65;241.45;4,128,900.00;0.00;0.00;0.00;0.32%
2020-05-05 00:00:00-04:00;244.06;246.24;243.27;243.68;4,437,200.00;0.00;0.00;0.00;0.92%
2020-05-06 00:00:00-04:00;245.22;245.60;241.92;242.04;3,021,400.00;0.00;0.00;0.00;-0.67%
2020-05-07 00:00:00-04:00;244.98;246.70;244.47;244.90;3,410,200.00;0.00;0.00;0.00;1.18%
2020-05-08 00:00:00-04:00;247.84;249.33;246.77;249.00;3,201,100.00;0.00;0.00;0.00;1.67%
2020-05-11 00:00:00-04:00;247.14;250.31;246.82;249.03;3,469,300.00;0.00;0.00;0.00;0.01%
2020-05-12 00:00:00-04:00;250.11;250.50;243.95;244.02;5,159,900.00;0.00;0.00;0.00;-2.01%
2020-05-13 00:00:00-04:00;243.52;244.47;237.49;239.69;5,617,500.00;0.00;0.00;0.00;-1.77%
2020-05-14 00:00:00-04:00;237.46;242.71;235.28;242.58;7,737,600.00;0.00;0.00;0.00;1.21%
2020-05-15 00:00:00-04:00;240.44;243.74;239.53;243.68;3,385,900.00;0.00;0.00;0.00;0.45%
2020-05-18 00:00:00-04:00;249.50;252.63;249.25;251.13;6,759,200.00;0.00;0.00;0.00;3.06%
2020-05-19 00:00:00-04:00;250.69;252.21;248.59;248.75;4,921,100.00;0.00;0.00;0.00;-0.94%
2020-05-20 00:00:00-04:00;251.90;253.64;251.69;252.81;4,896,200.00;0.00;0.00;0.00;1.63%
2020-05-21 00:00:00-04:00;252.72;253.45;250.08;251.00;3,581,300.00;0.00;0.00;0.00;-0.72%
2020-05-22 00:00:00-04:00;250.83;251.72;249.66;251.56;2,296,400.00;0.00;0.00;0.00;0.23%
2020-05-26 00:00:00-04:00;257.10;257.30;254.34;254.79;4,911,800.00;0.00;0.00;0.00;1.29%
2020-05-27 00:00:00-04:00;257.33;258.51;252.77;258.51;5,152,400.00;0.00;0.00;0.00;1.46%
2020-05-28 00:00:00-04:00;259.42;261.28;257.36;258.00;4,630,600.00;0.00;0.00;0.00;-0.20%
2020-05-29 00:00:00-04:00;257.56;259.71;255.09;259.16;7,049,300.00;0.00;0.00;0.00;0.45%
2020-06-01 00:00:00-04:00;258.53;260.77;258.06;260.29;3,888,200.00;0.00;0.00;0.00;0.44%
2020-06-02 00:00:00-04:00;261.05;262.43;259.82;262.43;4,343,900.00;0.00;0.00;0.00;0.82%
2020-06-03 00:00:00-04:00;264.21;266.74;263.96;265.89;5,568,100.00;0.00;0.00;0.00;1.32%
2020-06-04 00:00:00-04:00;264.95;266.57;263.28;265.22;3,818,600.00;0.00;0.00;0.00;-0.25%
2020-06-05 00:00:00-04:00;270.16;273.64;270.14;272.00;6,015,500.00;0.00;0.00;0.00;2.56%
2020-06-08 00:00:00-04:00;272.76;275.43;272.25;275.30;5,559,700.00;0.00;0.00;0.00;1.21%
2020-06-09 00:00:00-04:00;272.81;274.57;272.02;273.34;4,686,400.00;0.00;0.00;0.00;-0.71%
2020-06-10 00:00:00-04:00;273.78;274.57;271.05;271.64;5,602,600.00;0.00;0.00;0.00;-0.62%
2020-06-11 00:00:00-04:00;265.28;265.80;255.50;255.98;7,748,200.00;0.00;0.00;0.00;-5.76%
2020-06-12 00:00:00-04:00;262.49;263.23;254.29;259.06;6,232,200.00;0.00;0.00;0.00;1.21%
2020-06-15 00:00:00-04:00;253.75;262.49;252.69;261.43;4,431,400.00;0.00;0.00;0.00;0.91%
2020-06-16 00:00:00-04:00;268.70;268.84;262.01;266.54;5,295,000.00;0.00;0.00;0.00;1.96%
2020-06-17 00:00:00-04:00;267.48;267.75;264.84;265.32;2,662,800.00;0.00;0.00;0.00;-0.46%
2020-06-18 00:00:00-04:00;263.99;265.98;263.60;265.56;2,756,300.00;0.00;0.00;0.00;0.09%
2020-06-19 00:00:00-04:00;268.69;268.90;262.79;263.99;3,479,500.00;0.00;0.00;0.00;-0.59%
2020-06-22 00:00:00-04:00;263.42;266.05;262.41;265.74;2,518,000.00;0.00;0.00;0.00;0.66%
2020-06-23 00:00:00-04:00;268.20;269.05;266.58;266.95;2,503,600.00;0.00;0.00;0.00;0.45%
2020-06-24 00:00:00-04:00;265.02;265.60;258.43;260.12;4,532,300.00;0.00;0.00;0.00;-2.56%
2020-06-25 00:00:00-04:00;259.63;263.19;257.74;262.87;3,897,400.00;0.00;0.00;0.00;1.06%
2020-06-26 00:00:00-04:00;261.91;262.09;256.17;256.71;4,479,000.00;0.00;0.00;0.00;-2.34%
2020-06-29 00:00:00-04:00;257.84;260.48;255.82;260.46;3,464,600.00;1.43;0.00;0.00;1.46%
2020-06-30 00:00:00-04:00;260.08;265.35;259.95;263.93;5,215,700.00;0.00;0.00;0.00;1.33%
2020-07-01 00:00:00-04:00;264.81;266.80;264.42;265.74;3,712,600.00;0.00;0.00;0.00;0.68%
2020-07-02 00:00:00-04:00;268.89;270.10;266.49;267.08;3,661,100.00;0.00;0.00;0.00;0.50%
2020-07-06 00:00:00-04:00;270.67;271.52;269.96;271.22;3,573,800.00;0.00;0.00;0.00;1.55%
2020-07-07 00:00:00-04:00;269.74;271.61;268.08;268.41;3,420,300.00;0.00;0.00;0.00;-1.04%
2020-07-08 00:00:00-04:00;269.12;270.56;267.53;270.40;2,434,200.00;0.00;0.00;0.00;0.74%
2020-07-09 00:00:00-04:00;271.00;271.26;265.78;269.03;3,164,600.00;0.00;0.00;0.00;-0.51%
2020-07-10 00:00:00-04:00;268.86;271.92;267.57;271.73;2,712,400.00;0.00;0.00;0.00;1.00%
2020-07-13 00:00:00-04:00;273.87;276.06;268.76;269.27;3,657,900.00;0.00;0.00;0.00;-0.90%
2020-07-14 00:00:00-04:00;267.99;273.14;266.91;272.87;4,053,100.00;0.00;0.00;0.00;1.34%
2020-07-15 00:00:00-04:00;275.81;276.34;273.17;275.29;6,601,400.00;0.00;0.00;0.00;0.89%
2020-07-16 00:00:00-04:00;273.59;274.81;272.98;274.49;3,082,900.00;0.00;0.00;0.00;-0.29%
2020-07-17 00:00:00-04:00;275.38;275.96;273.54;275.22;2,246,000.00;0.00;0.00;0.00;0.26%
2020-07-20 00:00:00-04:00;275.01;278.13;274.33;277.51;2,539,900.00;0.00;0.00;0.00;0.83%
2020-07-21 00:00:00-04:00;279.23;279.69;277.18;278.09;3,305,500.00;0.00;0.00;0.00;0.21%
2020-07-22 00:00:00-04:00;277.70;279.88;277.60;279.67;4,121,100.00;0.00;0.00;0.00;0.57%
2020-07-23 00:00:00-04:00;279.30;279.94;275.06;276.33;3,487,100.00;0.00;0.00;0.00;-1.20%
2020-07-24 00:00:00-04:00;274.58;275.46;273.12;274.54;2,851,000.00;0.00;0.00;0.00;-0.65%
2020-07-27 00:00:00-04:00;275.15;276.68;274.46;276.54;2,253,300.00;0.00;0.00;0.00;0.73%
2020-07-28 00:00:00-04:00;275.80;276.88;274.51;274.83;3,135,600.00;0.00;0.00;0.00;-0.62%
2020-07-29 00:00:00-04:00;275.64;278.67;275.54;278.15;2,370,800.00;0.00;0.00;0.00;1.21%
2020-07-30 00:00:00-04:00;275.39;277.56;273.47;277.14;2,951,700.00;0.00;0.00;0.00;-0.36%
2020-07-31 00:00:00-04:00;278.85;279.45;274.93;279.45;4,460,300.00;0.00;0.00;0.00;0.84%
2020-08-03 00:00:00-04:00;280.90;281.99;280.41;281.21;3,767,700.00;0.00;0.00;0.00;0.63%
2020-08-04 00:00:00-04:00;280.50;282.40;280.50;282.40;2,129,200.00;0.00;0.00;0.00;0.42%
2020-08-05 00:00:00-04:00;283.65;284.39;283.38;284.16;2,615,100.00;0.00;0.00;0.00;0.62%
2020-08-06 00:00:00-04:00;283.63;286.15;283.32;286.07;4,088,200.00;0.00;0.00;0.00;0.67%
2020-08-07 00:00:00-04:00;285.16;286.44;284.32;286.22;3,319,600.00;0.00;0.00;0.00;0.05%
2020-08-10 00:00:00-04:00;286.70;287.28;284.87;287.13;2,118,200.00;0.00;0.00;0.00;0.32%
2020-08-11 00:00:00-04:00;288.23;288.79;284.08;284.81;3,571,200.00;0.00;0.00;0.00;-0.81%
2020-08-12 00:00:00-04:00;287.04;289.43;287.00;288.71;2,947,400.00;0.00;0.00;0.00;1.37%
2020-08-13 00:00:00-04:00;288.02;289.40;287.33;288.22;4,074,200.00;0.00;0.00;0.00;-0.17%
2020-08-14 00:00:00-04:00;287.88;288.69;287.13;288.22;2,097,600.00;0.00;0.00;0.00;0.00%
2020-08-17 00:00:00-04:00;289.08;289.48;288.76;289.15;2,183,400.00;0.00;0.00;0.00;0.32%
2020-08-18 00:00:00-04:00;289.54;290.12;288.00;289.75;2,415,800.00;0.00;0.00;0.00;0.21%
2020-08-19 00:00:00-04:00;290.12;290.80;288.03;288.52;2,498,300.00;0.00;0.00;0.00;-0.42%
2020-08-20 00:00:00-04:00;286.91;289.86;286.83;289.44;2,409,300.00;0.00;0.00;0.00;0.32%
2020-08-21 00:00:00-04:00;289.12;290.63;288.83;290.47;2,316,200.00;0.00;0.00;0.00;0.36%
2020-08-24 00:00:00-04:00;292.73;293.49;291.81;293.42;2,349,600.00;0.00;0.00;0.00;1.02%
2020-08-25 00:00:00-04:00;293.97;294.50;292.86;294.45;2,890,800.00;0.00;0.00;0.00;0.35%
2020-08-26 00:00:00-04:00;294.96;297.64;294.49;297.45;2,606,000.00;0.00;0.00;0.00;1.02%
2020-08-27 00:00:00-04:00;298.19;299.38;296.56;298.05;2,295,900.00;0.00;0.00;0.00;0.20%
2020-08-28 00:00:00-04:00;299.05;300.11;297.94;299.99;3,538,700.00;0.00;0.00;0.00;0.65%
2020-08-31 00:00:00-04:00;299.83;300.62;298.73;298.94;5,068,000.00;0.00;0.00;0.00;-0.35%
2020-09-01 00:00:00-04:00;299.67;301.80;298.86;301.73;3,008,000.00;0.00;0.00;0.00;0.93%
2020-09-02 00:00:00-04:00;303.52;306.99;302.44;306.12;5,273,100.00;0.00;0.00;0.00;1.46%
2020-09-03 00:00:00-04:00;304.51;304.98;293.15;295.53;6,892,000.00;0.00;0.00;0.00;-3.46%
2020-09-04 00:00:00-04:00;295.91;297.61;285.79;293.16;5,133,900.00;0.00;0.00;0.00;-0.80%
2020-09-08 00:00:00-04:00;288.07;289.22;284.81;285.11;4,278,300.00;0.00;0.00;0.00;-2.75%
2020-09-09 00:00:00-04:00;288.81;293.01;288.01;290.73;3,339,800.00;0.00;0.00;0.00;1.97%
2020-09-10 00:00:00-04:00;292.44;293.06;284.78;285.65;3,589,000.00;0.00;0.00;0.00;-1.75%
2020-09-11 00:00:00-04:00;287.32;288.29;283.24;285.86;3,690,100.00;0.00;0.00;0.00;0.07%
2020-09-14 00:00:00-04:00;288.75;291.23;288.31;289.58;3,056,100.00;0.00;0.00;0.00;1.30%
2020-09-15 00:00:00-04:00;291.90;292.64;290.09;291.07;2,570,900.00;0.00;0.00;0.00;0.51%
2020-09-16 00:00:00-04:00;292.22;293.50;289.64;289.89;2,313,400.00;0.00;0.00;0.00;-0.40%
2020-09-17 00:00:00-04:00;285.40;288.93;284.91;287.36;2,848,300.00;0.00;0.00;0.00;-0.87%
2020-09-18 00:00:00-04:00;288.15;288.19;281.74;284.02;3,420,800.00;0.00;0.00;0.00;-1.16%
2020-09-21 00:00:00-04:00;279.80;280.99;276.41;280.94;4,536,800.00;0.00;0.00;0.00;-1.09%
2020-09-22 00:00:00-04:00;282.26;284.24;279.99;283.78;2,741,500.00;0.00;0.00;0.00;1.01%
2020-09-23 00:00:00-04:00;284.28;284.53;276.73;277.20;2,755,800.00;0.00;0.00;0.00;-2.32%
2020-09-24 00:00:00-04:00;275.93;280.72;274.74;277.96;3,130,700.00;0.00;0.00;0.00;0.28%
2020-09-25 00:00:00-04:00;277.11;283.12;276.31;282.42;2,683,800.00;0.00;0.00;0.00;1.60%
2020-09-28 00:00:00-04:00;286.27;287.76;285.35;287.15;2,437,900.00;0.00;0.00;0.00;1.68%
2020-09-29 00:00:00-04:00;286.95;287.58;284.90;285.51;2,303,900.00;1.31;0.00;0.00;-0.57%
2020-09-30 00:00:00-04:00;286.20;290.61;286.02;287.71;4,304,500.00;0.00;0.00;0.00;0.77%
2020-10-01 00:00:00-04:00;290.05;290.94;287.81;289.53;3,005,700.00;0.00;0.00;0.00;0.63%
2020-10-02 00:00:00-04:00;284.97;288.58;284.49;286.84;3,125,100.00;0.00;0.00;0.00;-0.93%
2020-10-05 00:00:00-04:00;288.68;292.05;288.68;291.85;2,364,500.00;0.00;0.00;0.00;1.75%
2020-10-06 00:00:00-04:00;292.01;293.94;287.27;287.77;3,389,800.00;0.00;0.00;0.00;-1.40%
2020-10-07 00:00:00-04:00;290.47;293.47;290.47;292.71;1,707,800.00;0.00;0.00;0.00;1.72%
2020-10-08 00:00:00-04:00;294.54;295.38;293.69;295.30;1,731,700.00;0.00;0.00;0.00;0.88%
2020-10-09 00:00:00-04:00;296.89;298.41;296.31;297.93;2,794,100.00;0.00;0.00;0.00;0.89%
2020-10-12 00:00:00-04:00;300.32;304.14;299.87;302.73;2,194,300.00;0.00;0.00;0.00;1.61%
2020-10-13 00:00:00-04:00;302.66;302.74;299.92;300.80;2,229,700.00;0.00;0.00;0.00;-0.64%
2020-10-14 00:00:00-04:00;301.33;302.34;298.26;298.92;1,902,100.00;0.00;0.00;0.00;-0.62%
2020-10-15 00:00:00-04:00;295.24;298.98;294.80;298.56;2,481,700.00;0.00;0.00;0.00;-0.12%
2020-10-16 00:00:00-04:00;299.86;301.32;298.23;298.31;1,669,600.00;0.00;0.00;0.00;-0.08%
2020-10-19 00:00:00-04:00;299.54;300.09;293.02;293.80;2,229,600.00;0.00;0.00;0.00;-1.51%
2020-10-20 00:00:00-04:00;295.03;298.01;294.37;294.96;3,066,600.00;0.00;0.00;0.00;0.39%
2020-10-21 00:00:00-04:00;294.96;296.94;294.20;294.43;2,607,700.00;0.00;0.00;0.00;-0.18%
2020-10-22 00:00:00-04:00;294.64;296.60;292.70;296.05;2,362,400.00;0.00;0.00;0.00;0.55%
2020-10-23 00:00:00-04:00;297.24;297.24;294.80;297.06;1,429,300.00;0.00;0.00;0.00;0.34%
2020-10-26 00:00:00-04:00;293.93;294.65;288.37;291.59;3,335,800.00;0.00;0.00;0.00;-1.84%
2020-10-27 00:00:00-04:00;291.94;292.21;290.43;290.62;2,196,100.00;0.00;0.00;0.00;-0.33%
2020-10-28 00:00:00-04:00;285.35;285.92;280.20;280.62;5,650,500.00;0.00;0.00;0.00;-3.44%
2020-10-29 00:00:00-04:00;280.85;286.40;279.33;283.57;5,365,200.00;0.00;0.00;0.00;1.05%
2020-10-30 00:00:00-04:00;282.01;283.23;277.16;280.38;5,892,100.00;0.00;0.00;0.00;-1.12%
2020-11-02 00:00:00-05:00;283.70;285.52;281.14;283.65;4,080,400.00;0.00;0.00;0.00;1.16%
2020-11-03 00:00:00-05:00;286.70;290.60;286.25;288.65;3,378,300.00;0.00;0.00;0.00;1.76%
2020-11-04 00:00:00-05:00;292.89;298.93;291.77;295.15;5,750,200.00;0.00;0.00;0.00;2.25%
2020-11-05 00:00:00-05:00;300.14;302.58;299.74;300.93;3,950,300.00;0.00;0.00;0.00;1.96%
2020-11-06 00:00:00-05:00;300.60;301.99;298.72;300.89;3,640,600.00;0.00;0.00;0.00;-0.01%
2020-11-09 00:00:00-05:00;312.69;313.47;304.19;304.64;8,097,300.00;0.00;0.00;0.00;1.25%
2020-11-10 00:00:00-05:00;303.72;305.15;301.18;304.25;4,120,800.00;0.00;0.00;0.00;-0.13%
2020-11-11 00:00:00-05:00;306.20;307.21;305.03;306.39;2,773,500.00;0.00;0.00;0.00;0.70%
2020-11-12 00:00:00-05:00;305.56;306.21;301.81;303.56;2,532,700.00;0.00;0.00;0.00;-0.92%
2020-11-13 00:00:00-05:00;305.29;308.36;304.76;307.68;1,996,100.00;0.00;0.00;0.00;1.36%
2020-11-16 00:00:00-05:00;310.15;311.53;308.99;311.41;3,018,800.00;0.00;0.00;0.00;1.21%
2020-11-17 00:00:00-05:00;309.29;310.95;307.91;309.86;3,052,100.00;0.00;0.00;0.00;-0.50%
2020-11-18 00:00:00-05:00;310.13;310.61;306.07;306.10;2,647,800.00;0.00;0.00;0.00;-1.21%
2020-11-19 00:00:00-05:00;305.58;307.76;304.32;307.38;2,962,200.00;0.00;0.00;0.00;0.42%
2020-11-20 00:00:00-05:00;307.12;307.35;305.24;305.33;3,516,800.00;0.00;0.00;0.00;-0.67%
2020-11-23 00:00:00-05:00;307.00;308.23;304.92;307.13;2,222,600.00;0.00;0.00;0.00;0.59%
2020-11-24 00:00:00-05:00;309.56;312.58;308.70;312.11;2,659,700.00;0.00;0.00;0.00;1.62%
2020-11-25 00:00:00-05:00;312.04;312.04;310.62;311.59;2,256,900.00;0.00;0.00;0.00;-0.16%
2020-11-27 00:00:00-05:00;312.62;312.92;311.58;312.48;984,700.00;0.00;0.00;0.00;0.29%
2020-11-30 00:00:00-05:00;311.79;312.00;308.65;311.08;4,175,700.00;0.00;0.00;0.00;-0.45%
2020-12-01 00:00:00-05:00;314.14;315.90;313.58;314.50;3,224,200.00;0.00;0.00;0.00;1.10%
2020-12-02 00:00:00-05:00;313.49;315.26;312.96;315.16;2,270,300.00;0.00;0.00;0.00;0.21%
2020-12-03 00:00:00-05:00;315.07;316.37;314.11;315.07;2,851,100.00;0.00;0.00;0.00;-0.03%
2020-12-04 00:00:00-05:00;315.62;317.81;315.57;317.78;2,907,000.00;0.00;0.00;0.00;0.86%
2020-12-07 00:00:00-05:00;317.09;317.61;316.00;317.19;1,943,100.00;0.00;0.00;0.00;-0.19%
2020-12-08 00:00:00-05:00;315.99;318.61;315.95;318.11;1,948,200.00;0.00;0.00;0.00;0.29%
2020-12-09 00:00:00-05:00;318.70;318.83;314.46;315.28;2,545,800.00;0.00;0.00;0.00;-0.89%
2020-12-10 00:00:00-05:00;313.98;316.09;313.13;315.14;2,738,600.00;0.00;0.00;0.00;-0.05%
2020-12-11 00:00:00-05:00;313.57;314.97;312.13;314.73;2,387,900.00;0.00;0.00;0.00;-0.13%
2020-12-14 00:00:00-05:00;316.80;317.76;313.18;313.29;2,654,600.00;0.00;0.00;0.00;-0.46%
2020-12-15 00:00:00-05:00;315.75;317.62;314.44;317.62;2,757,400.00;0.00;0.00;0.00;1.38%
2020-12-16 00:00:00-05:00;317.80;318.93;316.99;318.11;2,943,200.00;0.00;0.00;0.00;0.15%
2020-12-17 00:00:00-05:00;319.61;320.06;318.86;319.84;2,627,000.00;0.00;0.00;0.00;0.54%
2020-12-18 00:00:00-05:00;320.19;320.30;316.74;318.56;6,025,700.00;0.00;0.00;0.00;-0.40%
2020-12-21 00:00:00-05:00;314.99;318.31;312.45;317.58;3,918,100.00;0.00;0.00;0.00;-0.31%
2020-12-22 00:00:00-05:00;317.82;317.90;315.95;316.95;2,371,900.00;1.38;0.00;0.00;-0.20%
2020-12-23 00:00:00-05:00;317.89;319.02;317.09;317.20;3,682,200.00;0.00;0.00;0.00;0.08%
2020-12-24 00:00:00-05:00;317.73;318.49;317.17;318.47;1,447,500.00;0.00;0.00;0.00;0.40%
2020-12-28 00:00:00-05:00;320.89;321.57;320.28;321.24;2,798,800.00;0.00;0.00;0.00;0.87%
2020-12-29 00:00:00-05:00;322.67;322.80;320.08;320.56;2,555,500.00;0.00;0.00;0.00;-0.21%
2020-12-30 00:00:00-05:00;321.40;321.99;320.73;321.00;2,009,100.00;0.00;0.00;0.00;0.13%
2020-12-31 00:00:00-05:00;320.97;323.36;320.41;322.72;3,507,000.00;0.00;0.00;0.00;0.54%
2021-01-04 00:00:00-05:00;323.97;324.04;314.91;318.35;5,402,600.00;0.00;0.00;0.00;-1.36%
2021-01-05 00:00:00-05:00;317.76;321.50;317.75;320.44;3,299,700.00;0.00;0.00;0.00;0.66%
2021-01-06 00:00:00-05:00;319.06;325.36;318.60;322.39;4,805,000.00;0.00;0.00;0.00;0.61%
2021-01-07 00:00:00-05:00;324.65;327.90;324.46;327.20;3,638,900.00;0.00;0.00;0.00;1.49%
2021-01-08 00:00:00-05:00;328.54;329.23;325.49;329.04;3,758,500.00;0.00;0.00;0.00;0.56%
2021-01-11 00:00:00-05:00;326.17;328.48;326.02;326.89;2,975,000.00;0.00;0.00;0.00;-0.65%
2021-01-12 00:00:00-05:00;327.05;327.85;324.87;326.92;2,298,400.00;0.00;0.00;0.00;0.01%
2021-01-13 00:00:00-05:00;326.87;328.71;326.13;327.74;3,039,900.00;0.00;0.00;0.00;0.25%
2021-01-14 00:00:00-05:00;328.51;328.95;326.35;326.63;3,497,400.00;0.00;0.00;0.00;-0.34%
2021-01-15 00:00:00-05:00;325.15;325.89;322.57;324.30;3,622,100.00;0.00;0.00;0.00;-0.71%
2021-01-19 00:00:00-05:00;326.58;327.33;325.23;326.87;3,433,800.00;0.00;0.00;0.00;0.79%
2021-01-20 00:00:00-05:00;328.95;332.13;328.62;331.31;2,920,600.00;0.00;0.00;0.00;1.36%
2021-01-21 00:00:00-05:00;331.90;332.26;330.81;331.62;2,580,800.00;0.00;0.00;0.00;0.09%
2021-01-22 00:00:00-05:00;329.95;331.50;329.58;330.43;1,812,200.00;0.00;0.00;0.00;-0.36%
2021-01-25 00:00:00-05:00;331.19;332.11;326.74;331.78;3,549,000.00;0.00;0.00;0.00;0.41%
2021-01-26 00:00:00-05:00;332.62;333.02;331.09;331.28;2,430,200.00;0.00;0.00;0.00;-0.15%
2021-01-27 00:00:00-05:00;328.22;328.24;321.13;323.24;5,010,400.00;0.00;0.00;0.00;-2.43%
